"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"Aelia_spp";0,0616592369424965;0,060638591471098;0,0626328784123284;"2019";6;"herbivores";"nesting_larvae"
"2";"Aiolopus_strepens";0,0470772462571718;0,0461935458882553;0,0480406620189162;"2019";6;"herbivores";"nesting_larvae"
"3";"Brassicogethes_spp";0,054183583341932;0,0530029301915644;0,0553804076735275;"2019";6;"herbivores";"nesting_larvae"
"4";"Bruchidae";0,0496043404983152;0,0487095817849398;0,0506088962448543;"2019";6;"herbivores";"nesting_larvae"
"5";"Cantharis_coronata";0,0335075717649296;0,0328015705762831;0,0342471604988629;"2019";6;"herbivores";"nesting_larvae"
"6";"Cercopoidea";0,0624683403845845;0,0613982526631667;0,0635476628273044;"2019";6;"herbivores";"nesting_larvae"
"7";"Cochlicella_barbara";0,0308096254112594;0,0300505672651991;0,0315694576142945;"2019";6;"herbivores";"nesting_larvae"
"8";"Conocephalus_dorsalis";0,0500070907740363;0,049099500519231;0,050994702508751;"2019";6;"herbivores";"nesting_larvae"
"9";"Lasiocampa_trifolii_caterpillar";0,0687603348063223;0,0677322889809837;0,0698155775138854;"2019";6;"herbivores";"nesting_larvae"
"10";"Lepidoptera_caterpillar";0,0692348793739993;0,067982236070006;0,0704990169854446;"2019";6;"herbivores";"nesting_larvae"
"11";"Malachius_bipustulatus";0,0531409707457096;0,0521552349490674;0,0540943355387404;"2019";6;"herbivores";"nesting_larvae"
"12";"Meligethes_spp";0,0547020276812412;0,0536332786759881;0,0558534556465211;"2019";6;"herbivores";"nesting_larvae"
"13";"Oedemeridae";0,0493455034371615;0,0485231489774136;0,0501889679439595;"2019";6;"herbivores";"nesting_larvae"
"14";"Otala_lactea";0,0469770733216624;0,046093124008365;0,0479125321924852;"2019";6;"herbivores";"nesting_larvae"
"15";"Philaenus_spumarius";0,0626430309070988;0,0615402600006413;0,0637414205463413;"2019";6;"herbivores";"nesting_larvae"
"16";"Psilothrix_viridicoerulea";0,0489919409413606;0,0480611249644492;0,0499442695705627;"2019";6;"herbivores";"nesting_larvae"
"17";"Pyrrhocoris_apterus";0,0393511590049707;0,0384503681992142;0,0402679777389368;"2019";6;"herbivores";"nesting_larvae"
"18";"Tessellana_tessellata";0,0696250879658965;0,0684873718117069;0,0708835947727899;"2019";6;"herbivores";"nesting_larvae"
"19";"Theba_pisana";0,0479109564398518;0,0469720578579958;0,0488984916791392;"2019";6;"herbivores";"nesting_larvae"
