"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"Aelia_spp";0,0711010504374565;0,0710544880222281;0,0711454482502241;"2019";3;"herbivores";"nesting_larvae_phenology"
"2";"Aphis_fabae";0,0550120820107238;0,0549708372601371;0,0550536465359239;"2019";3;"herbivores";"nesting_larvae_phenology"
"3";"Bruchidae";0,0462848957132713;0,046244470901246;0,046324151258704;"2019";3;"herbivores";"nesting_larvae_phenology"
"4";"Cantharis_coronata";0,0570392310199589;0,0570005449109525;0,0570785660240879;"2019";3;"herbivores";"nesting_larvae_phenology"
"5";"Cercopoidea";0,0578804316687348;0,0578400805265097;0,0579229678427323;"2019";3;"herbivores";"nesting_larvae_phenology"
"6";"Cochlicella_barbara";0,0530387764775795;0,0530007436686463;0,0530788715053023;"2019";3;"herbivores";"nesting_larvae_phenology"
"7";"Lasiocampa_trifolii_caterpillar";0,0690497303890948;0,0690040485533946;0,0690941301249703;"2019";3;"herbivores";"nesting_larvae_phenology"
"8";"Lepidoptera_caterpillar";0,0778737355316261;0,0778254401450191;0,0779215411432795;"2019";3;"herbivores";"nesting_larvae_phenology"
"9";"Malachius_bipustulatus";0,0793451391247383;0,079290949757152;0,0793947891833583;"2019";3;"herbivores";"nesting_larvae_phenology"
"10";"Meligethes_spp";0,0766806661021545;0,0766331089440916;0,0767290621459356;"2019";3;"herbivores";"nesting_larvae_phenology"
"11";"Oedemeridae";0,0671316541482569;0,0670866576960399;0,0671771046340784;"2019";3;"herbivores";"nesting_larvae_phenology"
"12";"Otala_lactea";0,0664417893017756;0,066398478366174;0,0664844727189803;"2019";3;"herbivores";"nesting_larvae_phenology"
"13";"Psilothrix_viridicoerulea";0,0759197347750146;0,0758728830029984;0,0759685036260574;"2019";3;"herbivores";"nesting_larvae_phenology"
"14";"Tessellana_tessellata";0,0758061108965779;0,0757572270442886;0,0758490699423234;"2019";3;"herbivores";"nesting_larvae_phenology"
"15";"Theba_pisana";0,0713949724030364;0,0713454843933001;0,0714424016938963;"2019";3;"herbivores";"nesting_larvae_phenology"
