"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"BEMA";0,0783053285437138;0,0774125950924169;0,0792579373060633;"2020";2;"plants";"nesting_larvae"
"2";"CETE";0,113444634315665;0,112597323422965;0,114293981246355;"2020";2;"plants";"nesting_larvae"
"3";"CHFU";0,0282073862714291;0,0276958885481707;0,0287007363269562;"2020";2;"plants";"nesting_larvae"
"4";"CHMI";0,0258375631911843;0,0253936803915593;0,0262804422132459;"2020";2;"plants";"nesting_larvae"
"5";"HOMA";0,200088719513895;0,198884526547598;0,201378432974208;"2020";2;"plants";"nesting_larvae"
"6";"LEMA";0,230844019866149;0,229651492622521;0,231962425155746;"2020";2;"plants";"nesting_larvae"
"7";"MESP";0,0369529477011277;0,0364402614081483;0,0374756909476148;"2020";2;"plants";"nesting_larvae"
"8";"PAIN";0,0314152531938854;0,0310399319974376;0,031836169298075;"2020";2;"plants";"nesting_larvae"
"9";"PLCO";0,0495581158628228;0,0489441416400569;0,0501778894264181;"2020";2;"plants";"nesting_larvae"
"10";"POMA";0,027307061250442;0,0269194436309603;0,0277173197069599;"2020";2;"plants";"nesting_larvae"
"11";"PUPA";0,0357876392407779;0,0352576606609009;0,036380354069298;"2020";2;"plants";"nesting_larvae"
"12";"SASO";0,0479851320435679;0,0473776116244816;0,0486317344536604;"2020";2;"plants";"nesting_larvae"
"13";"SCLA";0,0390926045384055;0,0385078571890308;0,0396634932987585;"2020";2;"plants";"nesting_larvae"
"14";"SOAS";0,0551735944669351;0,0543700821506634;0,0560294546987192;"2020";2;"plants";"nesting_larvae"
