"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"BEMA";0,03760765333433;0,0369829250992278;0,0382330407581283;"2019";2;"plants-floral visitors";"nesting_larvae"
"2";"CETE";0,083042068656232;0,0820265110842754;0,0841154928178533;"2019";2;"plants-floral visitors";"nesting_larvae"
"3";"CHFU";0,0929676328006132;0,0921118873004278;0,0938930256845626;"2019";2;"plants-floral visitors";"nesting_larvae"
"4";"CHMI";0,0214823189322437;0,0210773791844372;0,0219050561243238;"2019";2;"plants-floral visitors";"nesting_larvae"
"5";"HOMA";0,0660763551111422;0,0651654722278649;0,0671223989077485;"2019";2;"plants-floral visitors";"nesting_larvae"
"6";"LEMA";0,0572911139824577;0,0564987517222252;0,0581491138861604;"2019";2;"plants-floral visitors";"nesting_larvae"
"7";"MESP";0,0126246352730588;0,0123936081924389;0,0128674566172828;"2019";2;"plants-floral visitors";"nesting_larvae"
"8";"PAIN";0,0236884603124982;0,0232097994545386;0,0241810434907457;"2019";2;"plants-floral visitors";"nesting_larvae"
"9";"PLCO";0,0283091111999616;0,0277987462184652;0,028845679636125;"2019";2;"plants-floral visitors";"nesting_larvae"
"10";"POMA";0,0218717830173277;0,0214265554574388;0,0223528601388402;"2019";2;"plants-floral visitors";"nesting_larvae"
"11";"PUPA";0,0298371505995738;0,0293420401778214;0,0303637886713561;"2019";2;"plants-floral visitors";"nesting_larvae"
"12";"SASO";0,0334331162036904;0,0328568398980366;0,0340337188980056;"2019";2;"plants-floral visitors";"nesting_larvae"
"13";"SCLA";0,0180438876420552;0,0176336389482769;0,018469233803853;"2019";2;"plants-floral visitors";"nesting_larvae"
"14";"SOAS";0,0369393878192314;0,0363657845247744;0,0375782921319198;"2019";2;"plants-floral visitors";"nesting_larvae"
"15";"Andrena_cinerea";0,0376118333973357;0,0370068339240415;0,0382237131640044;"2019";2;"plants-floral visitors";"nesting_larvae"
"16";"Calliphoridae";0,0171235376743372;0,0168031614524194;0,0174683127329533;"2019";2;"plants-floral visitors";"nesting_larvae"
"17";"Dilophus_spp";0,134892028758833;0,133880131594729;0,135951810695279;"2019";2;"plants-floral visitors";"nesting_larvae"
"18";"Episyrphus_balteatus";0,019881572637134;0,019434766437221;0,0203423897026876;"2019";2;"plants-floral visitors";"nesting_larvae"
"19";"Eupeodes_corollae";0,0774694749503265;0,0765920240551598;0,0784227591287807;"2019";2;"plants-floral visitors";"nesting_larvae"
"20";"Lasioglossum_immunitum";0,017754047362369;0,0173611416295491;0,0182139711125501;"2019";2;"plants-floral visitors";"nesting_larvae"
"21";"Musca_spp";0,0335320103982743;0,0329407385965663;0,034113133408156;"2019";2;"plants-floral visitors";"nesting_larvae"
"22";"Nemotelus_spp";0,0985208199369743;0,0974451247648008;0,0996124236065223;"2019";2;"plants-floral visitors";"nesting_larvae"
