"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"Anastoechus_spp";0,0551984100785176;0,0551449174071309;0,0552504264469405;"2020";3;"floral visitors";"nesting_larvae"
"2";"Andrena_spp";0,061247411831417;0,0611906521330155;0,0613003859618677;"2020";3;"floral visitors";"nesting_larvae"
"3";"Bombylius_major";0,0551575092800782;0,0551034134543678;0,0552096182873654;"2020";3;"floral visitors";"nesting_larvae"
"4";"Calliphoridae";0,0892675176466613;0,0892111849110911;0,0893314844715806;"2020";3;"floral visitors";"nesting_larvae"
"5";"Dilophus_spp";0,0860641417637505;0,0860028236063852;0,0861282066560604;"2020";3;"floral visitors";"nesting_larvae"
"6";"Geometridae";0,0677695218214017;0,0677087541810766;0,0678257316265489;"2020";3;"floral visitors";"nesting_larvae"
"7";"Lasioglossum_malachurum";0,0612421807583713;0,0611877958291955;0,0612967577234363;"2020";3;"floral visitors";"nesting_larvae"
"8";"Musca_spp";0,0893272300136049;0,089265649967449;0,0893898268246784;"2020";3;"floral visitors";"nesting_larvae"
"9";"Nemotelus_spp";0,0711489094748299;0,0710950846071987;0,0712041196369366;"2020";3;"floral visitors";"nesting_larvae"
"10";"Pangonius_spp";0,0677264237671482;0,0676677034143586;0,0677836585756588;"2020";3;"floral visitors";"nesting_larvae"
"11";"Pieris_brassicae";0,0676954295335849;0,0676408207828085;0,0677486969497504;"2020";3;"floral visitors";"nesting_larvae"
"12";"Sarcophaga_spp";0,0711426203265459;0,0710882370203066;0,0711940375020427;"2020";3;"floral visitors";"nesting_larvae"
"13";"Sphaerophoria_scripta";0,0677171249537396;0,0676611180890682;0,067774821576964;"2020";3;"floral visitors";"nesting_larvae"
"14";"Ulidiidae";0,089295568750349;0,0892311584587847;0,0893606952073124;"2020";3;"floral visitors";"nesting_larvae"
