"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"Andrena_cinerea";0,127394294843656;0,127383913095178;0,127404405729521;"2019";2;"floral visitors";"nesting_larvae_phenology"
"2";"Calliphoridae";0,118641480114646;0,118632894714856;0,118651074313071;"2019";2;"floral visitors";"nesting_larvae_phenology"
"3";"Dilophus_spp";0,154679963236136;0,154670493944569;0,154688707645394;"2019";2;"floral visitors";"nesting_larvae_phenology"
"4";"Episyrphus_balteatus";0,130739511871802;0,130728643616811;0,130749380835597;"2019";2;"floral visitors";"nesting_larvae_phenology"
"5";"Eupeodes_corollae";0,104645272262815;0,104635124385533;0,104655327507364;"2019";2;"floral visitors";"nesting_larvae_phenology"
"6";"Lasioglossum_immunitum";0,118134279820471;0,118124668320692;0,11814355765072;"2019";2;"floral visitors";"nesting_larvae_phenology"
"7";"Musca_spp";0,130112716875595;0,130103125359701;0,130121838950537;"2019";2;"floral visitors";"nesting_larvae_phenology"
"8";"Nemotelus_spp";0,115652480974879;0,115643182946295;0,1156618922236;"2019";2;"floral visitors";"nesting_larvae_phenology"
