"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"BEMA";0,0280245686002321;0,00285111415436569;0,0865198130846871;"2019";7;"plants-floral visitors";"mean_field"
"2";"CETE";0,0121239741815571;0,00253986051983416;0,0307379138220306;"2019";7;"plants-floral visitors";"mean_field"
"3";"CHFU";0,0128314835792281;0,00362665483199652;0,0293111549630278;"2019";7;"plants-floral visitors";"mean_field"
"4";"CHMI";0,00557732797935052;0,00166581027761299;0,0125008517280357;"2019";7;"plants-floral visitors";"mean_field"
"5";"HOMA";0,00719652200399226;0,00165033437782202;0,0167821309207713;"2019";7;"plants-floral visitors";"mean_field"
"6";"LEMA";0,00142066711153948;0,000182176623736426;0,00349891609693719;"2019";7;"plants-floral visitors";"mean_field"
"7";"MESP";0,00188767148942611;0,000531145813975841;0,00418473315573776;"2019";7;"plants-floral visitors";"mean_field"
"8";"PAIN";0,00603719744078617;0,00220551222138677;0,0118456805963402;"2019";7;"plants-floral visitors";"mean_field"
"9";"PLCO";0,00643531247777231;0,00265118849772984;0,01307658267901;"2019";7;"plants-floral visitors";"mean_field"
"10";"POMA";0,00491096429061544;0,00211040857355827;0,0100196983128162;"2019";7;"plants-floral visitors";"mean_field"
"11";"POMO";0,0181009182430325;0,00416779541373656;0,044178186004058;"2019";7;"plants-floral visitors";"mean_field"
"12";"PUPA";0,000232431055924436;2,83453887542487e-05;0,000694201758494689;"2019";7;"plants-floral visitors";"mean_field"
"13";"RAPE";0,04278828662816;0,0106240104478304;0,104820461783588;"2019";7;"plants-floral visitors";"mean_field"
"14";"SASO";0,0170205780619424;0,00132859948136372;0,0541199680168936;"2019";7;"plants-floral visitors";"mean_field"
"15";"SCLA";0,0106836347383995;0,00233712539283811;0,0271276956911548;"2019";7;"plants-floral visitors";"mean_field"
"16";"SOAS";0,00540667607780955;0,00217256518591307;0,0109651228395053;"2019";7;"plants-floral visitors";"mean_field"
"17";"SPRU";0,158164423239488;0,00668513907789258;0,424820162745482;"2019";7;"plants-floral visitors";"mean_field"
"18";"Andrena_cinerea";0,0710261051383634;0,0190503226289064;0,170059098971927;"2019";7;"plants-floral visitors";"mean_field"
"19";"Bombyliidae";0,00416870872398142;0,00133626323457038;0,00927481849387868;"2019";7;"plants-floral visitors";"mean_field"
"20";"Colias_croceus";0,00401874640688381;0,00137780733718952;0,00877269554011708;"2019";7;"plants-floral visitors";"mean_field"
"21";"Culicidae";0,00511144215289181;0,00129768578174894;0,0123307583969723;"2019";7;"plants-floral visitors";"mean_field"
"22";"Dilophus_spp";0,00662277866759707;0,00226373640915293;0,0141899776099922;"2019";7;"plants-floral visitors";"mean_field"
"23";"Empis_tesellata";0,0230185296089727;0,00280844452729443;0,0697972847004938;"2019";7;"plants-floral visitors";"mean_field"
"24";"Eucera_spp";0,0102156987218745;0,00202899804344307;0,0244982772421598;"2019";7;"plants-floral visitors";"mean_field"
"25";"Eupeodes_corollae";0,0117066974561744;0,0026544704554081;0,0290478251391089;"2019";7;"plants-floral visitors";"mean_field"
"26";"Lasiocampa_trifolii";0,175780396706733;0,00944237300412995;0,462078619013705;"2019";7;"plants-floral visitors";"mean_field"
"27";"Lomatia_spp";0,0214358995478699;0,006894338832004;0,0458672697588239;"2019";7;"plants-floral visitors";"mean_field"
"28";"Melanostoma_spp";0,00621959038799468;0,0010339534221525;0,0171318528145299;"2019";7;"plants-floral visitors";"mean_field"
"29";"Musca_spp";0,0226131367154758;0,00476633498127336;0,0533718721328602;"2019";7;"plants-floral visitors";"mean_field"
"30";"Odontomyia_spp";0,0201535570841416;0,00413755823152668;0,0485155792637341;"2019";7;"plants-floral visitors";"mean_field"
"31";"Scaeva_spp";0,0570032860978283;0,00699220041541863;0,168756576457425;"2019";7;"plants-floral visitors";"mean_field"
"32";"Sphaerophoria_scripta";0,191178229830511;0,0264939033898457;0,453925542586211;"2019";7;"plants-floral visitors";"mean_field"
"33";"Ulidiidae";0,0236792490008939;0,00381296615098595;0,0616271487166717;"2019";7;"plants-floral visitors";"mean_field"
"34";"Vanessa_cardui";0,00720531055255661;0,00213236022230031;0,0165979880824237;"2019";7;"plants-floral visitors";"mean_field"
