"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"BEMA";0,0353985678693921;0,0351102359238221;0,0356952238377114;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"2";"CETE";0,0387440469936898;0,0384497567855157;0,039048838551624;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"3";"CHFU";0,00419761607982403;0,0041460362725655;0,00424870124179191;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"4";"CHMI";0,00255030151633938;0,00252144341256412;0,00257983595841478;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"5";"HOMA";0,0576746627037567;0,0572758121805342;0,0580364220388343;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"6";"LEMA";0,104518292864781;0,104123150028465;0,104912510597603;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"7";"MESP";0,0240966342249703;0,023894319105879;0,0242872294326865;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"8";"PAIN";0,0194408303126132;0,0192742979933419;0,0195976531125174;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"9";"PLCO";0,0395696078246959;0,0392985865492426;0,0398470253394957;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"10";"POMA";0,044386571913389;0,0441011223794189;0,0446669552004709;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"11";"PUPA";0,117563085191367;0,117098141304938;0,11801455246024;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"12";"SASO";0,0414340059111415;0,0411564628523871;0,0417257982045168;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"13";"SCLA";0,0325255836563928;0,0322660578674727;0,0327706913533939;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"14";"SOAS";0,017941992182862;0,0177862911399313;0,018092026392047;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"15";"Anastoechus_spp";0,0962077464045232;0,0956819416121747;0,0967241907680307;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"16";"Andrena_spp";0,0289257158333454;0,0286525586796504;0,0291781374981975;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"17";"Bombylius_major";0,0234448050827829;0,0232183133703998;0,0236721016221664;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"18";"Calliphoridae";0,0122297003317867;0,012115084898021;0,0123533164700439;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"19";"Dilophus_spp";0,0186878703478508;0,0185200931135139;0,0188578283349188;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"20";"Geometridae";0,0199376051747218;0,0197543318219371;0,0201135405279397;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"21";"Lasioglossum_malachurum";0,0723340309420514;0,0719240625738232;0,0727644830499122;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"22";"Musca_spp";0,0146125812707905;0,0144844093297511;0,0147429767810049;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"23";"Nemotelus_spp";0,0107139972095119;0,0106109202242637;0,0108139018371359;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"24";"Pangonius_spp";0,0228245970551839;0,0226037721407264;0,0230567703905131;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"25";"Pieris_brassicae";0,0235033193972084;0,0233155224772797;0,0237176614629472;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"26";"Sarcophaga_spp";0,033999703822673;0,033732930812085;0,0342761079900101;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"27";"Sphaerophoria_scripta";0,0269137540261772;0,0266827825563881;0,0271434148340695;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
"28";"Ulidiidae";0,0156227738561772;0,0154055720101332;0,0158367050793907;"2020";3;"plants-floral visitors";"nesting_larvae_phenology"
