"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"Andrena_cinerea";0,0508974718444544;0,050728273786689;0,0510826309929095;"2019";8;"floral visitors";"nesting_larvae"
"2";"Bombyliidae";0,0275399692551552;0,0274169921433039;0,0276685025226053;"2019";8;"floral visitors";"nesting_larvae"
"3";"Calliphoridae";0,047046235864959;0,0468777362152886;0,0472321948383851;"2019";8;"floral visitors";"nesting_larvae"
"4";"Chrysididae";0,0326304167212146;0,032479787199474;0,0327775139657898;"2019";8;"floral visitors";"nesting_larvae"
"5";"Dilophus_spp";0,0675974722656658;0,0673915749335125;0,0678163618691659;"2019";8;"floral visitors";"nesting_larvae"
"6";"Diplazon_spp";0,0326227034787426;0,0324771321633445;0,0327586044188124;"2019";8;"floral visitors";"nesting_larvae"
"7";"Empis_tesellata";0,0685740888138718;0,0683236785609138;0,068820261753312;"2019";8;"floral visitors";"nesting_larvae"
"8";"Episyrphus_balteatus";0,0687850948654952;0,0685520669085174;0,0690219666687447;"2019";8;"floral visitors";"nesting_larvae"
"9";"Eristalis_spp";0,0522510950777598;0,0520574524891017;0,0524664530116324;"2019";8;"floral visitors";"nesting_larvae"
"10";"Eucera_spp";0,0510542074359349;0,0508756562987964;0,0512478756784995;"2019";8;"floral visitors";"nesting_larvae"
"11";"Eupeodes_corollae";0,0564766857472986;0,0562827889284108;0,0566664321304307;"2019";8;"floral visitors";"nesting_larvae"
"12";"Lasiocampa_trifolii";0,0501828390992875;0,0500033612108437;0,05036354671361;"2019";8;"floral visitors";"nesting_larvae"
"13";"Lomatia_spp";0,0462665062741369;0,0460880702251885;0,0464491214034102;"2019";8;"floral visitors";"nesting_larvae"
"14";"Musca_spp";0,0471899306094942;0,0470061944585489;0,0473667716832201;"2019";8;"floral visitors";"nesting_larvae"
"15";"Nemotelus_spp";0,0520742497090566;0,0518860105758527;0,0522835406247793;"2019";8;"floral visitors";"nesting_larvae"
"16";"Nephrotoma_spp";0,0454810842065466;0,0453130801086854;0,0456423918245412;"2019";8;"floral visitors";"nesting_larvae"
"17";"Odontomyia_spp";0,052096217260669;0,051909760159756;0,0522882130429556;"2019";8;"floral visitors";"nesting_larvae"
"18";"Scaeva_spp";0,0565527360840413;0,0563616904167214;0,0567482391686436;"2019";8;"floral visitors";"nesting_larvae"
"19";"Sphaerophoria_scripta";0,0563267163926717;0,056131755825905;0,0565224588005921;"2019";8;"floral visitors";"nesting_larvae"
"20";"Thymelicus_spp";0,0383542789935443;0,0381425906153477;0,0385815831122165;"2019";8;"floral visitors";"nesting_larvae"
