"";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"1";"BEMA";0,0401434586071875;0,0397546403502273;0,0405297531684666;"2019";3;"plants-floral visitors";"nesting_larvae"
"2";"CETE";0,0652936309980273;0,0647271249604584;0,0658177085395856;"2019";3;"plants-floral visitors";"nesting_larvae"
"3";"CHFU";0,0247938167016173;0,0245823367948427;0,0250063341850365;"2019";3;"plants-floral visitors";"nesting_larvae"
"4";"CHMI";0,0330547239532554;0,0326912662436354;0,033419552555257;"2019";3;"plants-floral visitors";"nesting_larvae"
"5";"HOMA";0,128532989184842;0,127845678870198;0,129255324047026;"2019";3;"plants-floral visitors";"nesting_larvae"
"6";"LEMA";0,0198258382584731;0,0196439505361429;0,0200031248333449;"2019";3;"plants-floral visitors";"nesting_larvae"
"7";"MESP";0,012867875931465;0,0127280160582589;0,0129999837234863;"2019";3;"plants-floral visitors";"nesting_larvae"
"8";"PAIN";0,0363892837895333;0,0360317267982453;0,0367528927108728;"2019";3;"plants-floral visitors";"nesting_larvae"
"9";"PLCO";0,0327234868804026;0,0324249063256178;0,0330258913332658;"2019";3;"plants-floral visitors";"nesting_larvae"
"10";"POMA";0,0518293264158165;0,0514026121412012;0,0522781873784894;"2019";3;"plants-floral visitors";"nesting_larvae"
"11";"PUPA";0,0366296880482891;0,0363296577033386;0,0369401408447392;"2019";3;"plants-floral visitors";"nesting_larvae"
"12";"SASO";0,0530533419219792;0,0525895175516705;0,0534688743260568;"2019";3;"plants-floral visitors";"nesting_larvae"
"13";"SCLA";0,0347311812462459;0,0342983150131323;0,0351195012432844;"2019";3;"plants-floral visitors";"nesting_larvae"
"14";"SOAS";0,0337468021441536;0,0333957912378544;0,0341240847968277;"2019";3;"plants-floral visitors";"nesting_larvae"
"15";"Andrena_cinerea";0,0712117743992425;0,0707711674001509;0,0716995591781537;"2019";3;"plants-floral visitors";"nesting_larvae"
"16";"Chrysotoxum_spp";0,023407722975893;0,0231894605092836;0,0236367115346465;"2019";3;"plants-floral visitors";"nesting_larvae"
"17";"Colias_croceus";0,0263456184764752;0,0261173056357165;0,0265951218115451;"2019";3;"plants-floral visitors";"nesting_larvae"
"18";"Dilophus_spp";0,0690157231797043;0,0685591519720802;0,0694732150382148;"2019";3;"plants-floral visitors";"nesting_larvae"
"19";"Eupeodes_corollae";0,0317249315619817;0,031467192755008;0,0320028732203919;"2019";3;"plants-floral visitors";"nesting_larvae"
"20";"Musca_spp";0,0258187043149631;0,0255949143361113;0,0260560104692193;"2019";3;"plants-floral visitors";"nesting_larvae"
"21";"Scaeva_spp";0,0649654359649784;0,064557564906645;0,0653987011314753;"2019";3;"plants-floral visitors";"nesting_larvae"
"22";"Sphaerophoria_scripta";0,0501653919856729;0,0497493405156266;0,0506038772102797;"2019";3;"plants-floral visitors";"nesting_larvae"
"23";"Vanessa_cardui";0,0337292530598013;0,0333710841540653;0,0341089188098308;"2019";3;"plants-floral visitors";"nesting_larvae"
